1495554292.321442,181
1495554292.430552,209
1495554292.477675,194
1495554292.526649,185
1495554292.575152,185
1495554292.619417,189
1495554292.668612,187
1495554292.715382,187
1495554292.765800,182
1495554292.813991,194
1495554292.863043,190
1495554292.912753,201
1495554292.961569,180
1495554293.017567,198
1495554293.073593,185
1495554293.125505,188
1495554293.182538,206
1495554293.237668,193
1495554293.289753,201
1495554293.341276,197
1495554293.407716,190
1495554293.469790,185
1495554293.531634,184
1495554293.588803,187
1495554293.645125,187
1495554293.701879,182
1495554293.773275,196
1495554293.839113,191
1495554293.892890,194
1495554293.949397,185
1495554294.001427,184
1495554294.053007,187
1495554294.103589,191
1495554294.156730,180
1495554294.210607,179
1495554294.264562,203
1495554294.317096,198
1495554294.373415,185
1495554294.433191,192
1495554294.495271,195
1495554294.558505,193
1495554294.621001,187
1495554294.679796,184
1495554294.734340,203
1495554294.785105,196
1495554294.839607,214
1495554294.896271,185
1495554294.950617,192
1495554295.003050,194
1495554295.054401,186
1495554295.111897,178
1495554295.169780,195
1495554295.222059,185
1495554295.269497,186
1495554295.319777,192
1495554295.374353,207
1495554295.420757,187
1495554295.468979,189
1495554295.515781,175
1495554295.564769,186
1495554295.614051,202
1495554295.666818,196
1495554295.716002,197
1495554295.766855,189
1495554295.820796,192
1495554295.869070,183
1495554295.917808,195
1495554295.965678,197
1495554296.018066,182
1495554296.069355,194
1495554296.117447,181
1495554296.164214,207
1495554296.223785,193
1495554296.279329,182
1495554296.335161,183
1495554296.390302,199
1495554296.442635,196
1495554296.496920,174
1495554296.551484,183
1495554296.611397,190
1495554296.667323,194
1495554296.716814,199
1495554296.765607,192
1495554296.815945,181
1495554296.867712,185
1495554296.916590,190
1495554296.971402,192
1495554297.015950,193
1495554297.062806,185
1495554297.109355,193
1495554297.159577,180
1495554297.207987,199
1495554297.254254,189
1495554297.308946,190
1495554297.356737,193
1495554297.403737,194
1495554297.449486,178
1495554297.495961,186
1495554297.543299,186
1495554297.590154,187
1495554297.638355,202
1495554297.684176,190
1495554297.732630,202
1495554297.788839,178
1495554297.838699,182
1495554297.886739,198
1495554297.934627,177
1495554297.981876,182
1495554298.030523,186
1495554298.079182,182
1495554298.127537,188
1495554298.176924,182
1495554298.224837,195
1495554298.272128,189
1495554298.320734,186
1495554298.368119,193
1495554298.415923,188
1495554298.461558,188
1495554298.510008,199
1495554298.556289,190
1495554298.605904,191
1495554298.653286,194
1495554298.703169,190
1495554298.749013,181
1495554298.796085,193
1495554298.843078,200
1495554298.891767,174
1495554298.938839,202
1495554298.984822,188
1495554299.030604,183
1495554299.076889,187
1495554299.126079,188
1495554299.171596,181
1495554299.217770,183
1495554299.263194,190
1495554299.308579,205
1495554299.358423,208
1495554299.407583,191
1495554299.457221,186
1495554299.503008,190
1495554299.551854,192
1495554299.604962,201
1495554299.652268,193
1495554299.702621,192
1495554299.749429,202
1495554299.795438,193
1495554299.844925,192
1495554299.894548,207
1495554299.946909,208
1495554299.993918,192
1495554300.048123,193
1495554300.097633,197
1495554300.143284,188
1495554300.191795,185
1495554300.238706,191
1495554300.285177,201
1495554300.331692,195
1495554300.376817,204
1495554300.432897,185
1495554300.492722,182
1495554300.545948,186
1495554300.604130,185
1495554300.663747,191
1495554300.718345,198
1495554300.777827,221
1495554300.833125,200
1495554300.891789,188
1495554300.950765,182
1495554301.004183,176
1495554301.065365,199
1495554301.118771,180
1495554301.247308,204
1495554301.310064,186
1495554301.422353,179
1495554301.503948,183
1495554301.579187,189
1495554301.673442,191
1495554301.751496,194
1495554301.827781,196
1495554301.902809,189
1495554301.971041,180
1495554302.031074,178
1495554302.084897,199
1495554302.139302,174
1495554302.192090,203
1495554302.246200,195
1495554302.299835,211
1495554302.350724,202
1495554302.403607,183
1495554302.456346,183
1495554302.509296,193
1495554302.559331,183
1495554302.608984,196
1495554302.662495,185
1495554302.714615,190
1495554302.769836,184
1495554302.829095,194
1495554302.882517,179
1495554302.935489,215
1495554302.985719,184
1495554303.043692,179
1495554303.099886,182
1495554303.160658,189
1495554303.213882,193
1495554303.271592,186
1495554303.330715,198
1495554303.386665,181
1495554303.448105,188
1495554303.499900,180
1495554303.551715,193
1495554303.609535,190
1495554303.662506,176
1495554303.717960,180
1495554303.767861,171
1495554303.813909,187
1495554303.863273,191
1495554303.909702,208
1495554303.957911,177
1495554304.005036,183
1495554304.049450,175
1495554304.096226,178
1495554304.146792,201
1495554304.195178,181
1495554304.243641,193
1495554304.289684,184
1495554304.335678,183
1495554304.383399,197
1495554304.430379,193
1495554304.477455,189
1495554304.523609,178
1495554304.568521,186
1495554304.628552,180
1495554304.688165,192
1495554304.745732,189
1495554304.806884,191
1495554304.864907,194
1495554304.922651,177
1495554304.978125,196
1495554305.032914,180
1495554305.092196,189
1495554305.154186,202
1495554305.211770,183
1495554305.262974,215
1495554305.317557,185
1495554305.374920,198
1495554305.422683,200
1495554305.470845,194
1495554305.518565,173
1495554305.563957,187
1495554305.611398,175
1495554305.658196,184
1495554305.705643,202
1495554305.753379,177
1495554305.800648,181
1495554305.847895,196
1495554305.895633,191
1495554305.943720,205
1495554305.990206,190
1495554306.038123,183
1495554306.087085,202
1495554306.135377,200
1495554306.182818,191
1495554306.235198,183
1495554306.281212,179
1495554306.327639,185
1495554306.375210,179
1495554306.424508,185
1495554306.473585,177
1495554306.530096,178
1495554306.582607,201
1495554306.632871,188
1495554306.680255,196
1495554306.729008,194
1495554306.777738,186
1495554306.825504,176
1495554306.873363,173
1495554306.922378,201
1495554306.967256,187
1495554307.021288,187
1495554307.071808,187
1495554307.120508,187
1495554307.166718,177
1495554307.212863,181
1495554307.258815,174
1495554307.305423,192
1495554307.350399,194
1495554307.399916,195
1495554307.448271,185
1495554307.499276,185
1495554307.553613,187
1495554307.610658,176
1495554307.655647,192
1495554307.701299,174
1495554307.747972,176
1495554307.796063,182
1495554307.845520,198
1495554307.894619,185
1495554307.947529,191
1495554307.999729,195
1495554308.054785,182
1495554308.108653,199
1495554308.154245,183
1495554308.199536,169
1495554308.245679,188
1495554308.292224,187
1495554308.339507,195
1495554308.387789,191
1495554308.437295,182
1495554308.482580,189
1495554308.530943,183
1495554308.575905,185
1495554308.622696,203
1495554308.670103,188
1495554308.717878,180
1495554308.764684,188
1495554308.813089,180
1495554308.862795,185
1495554308.911112,211
1495554308.959665,205
1495554309.004285,189
1495554309.051940,188
1495554309.098805,188
1495554309.144734,179
1495554309.193178,182
1495554309.239808,197
1495554309.290652,209
1495554309.337452,189
1495554309.383682,213
1495554309.434229,215
1495554309.481108,189
1495554309.529024,184
1495554309.577018,187
1495554309.626018,195
1495554309.674865,176
1495554309.723237,205
1495554309.768857,178
1495554309.818927,183
1495554309.871542,190
1495554309.918993,202
1495554309.968226,197
1495554310.020768,193
1495554310.068239,186
1495554310.117703,182
1495554310.169176,175
1495554310.223685,181
1495554310.279498,207
1495554310.336318,181
1495554310.391941,197
1495554310.443228,185
1495554310.496749,196
1495554310.545668,189
1495554310.593915,185
1495554310.645736,187
1495554310.692672,187
1495554310.743974,206
1495554310.794458,188
1495554310.849696,195
1495554310.901310,195
1495554310.955288,183
1495554311.008287,183
1495554311.061370,180
1495554311.114496,199
1495554311.167070,180
1495554311.229774,192
1495554311.283274,185
1495554311.333481,190
1495554311.386390,202
1495554311.439845,201
1495554311.491370,190
1495554311.542434,197
1495554311.591949,198
1495554311.643831,200
1495554311.693071,191
1495554311.740704,186
1495554311.787821,214
1495554311.841236,193
1495554311.892911,185
1495554311.945381,215
1495554311.997792,214
1495554312.064817,197
1495554312.120206,168
1495554312.172141,183
1495554312.225562,204
1495554312.284216,134
1495554312.330595,0
1495554312.354261,0
1495554312.378483,0
1495554312.402908,0
