1495555566.132253,185
1495555566.306578,207
1495555566.384016,188
1495555566.457995,183
1495555566.525866,191
1495555566.602134,177
1495555566.676449,192
1495555566.744212,201
1495555566.811437,195
1495555566.889142,180
1495555566.963564,178
1495555567.031053,179
1495555567.098273,199
1495555567.157563,180
1495555567.227946,183
1495555567.334560,189
1495555567.412058,182
1495555567.475405,187
1495555567.546813,193
1495555567.613054,172
1495555567.678162,187
1495555567.753426,190
1495555567.848657,193
1495555567.916770,193
1495555567.987401,179
1495555568.065264,180
1495555568.133427,199
1495555568.208231,201
1495555568.281613,188
1495555568.344430,200
1495555568.406236,173
1495555568.476260,189
1495555568.550807,182
1495555568.626521,189
1495555568.691567,183
1495555568.758684,184
1495555568.830604,194
1495555568.895298,185
1495555568.960694,197
1495555569.042927,174
1495555569.140332,195
1495555569.222859,206
1495555569.311012,195
1495555569.383759,190
1495555569.451701,178
1495555569.523327,190
1495555569.614586,181
1495555569.706209,191
1495555569.782454,187
1495555569.848218,188
1495555569.914652,178
1495555569.977843,184
1495555570.047642,187
1495555570.121415,196
1495555570.200913,177
1495555570.279636,193
1495555570.351092,185
1495555570.428093,186
1495555570.511488,185
1495555570.597744,186
1495555570.671347,199
1495555570.733994,183
1495555570.796963,180
1495555570.860613,198
1495555570.923140,172
1495555571.006149,204
1495555571.102886,184
1495555571.170933,186
1495555571.233380,188
1495555571.294501,190
1495555571.375690,186
1495555571.434336,189
1495555571.505099,190
1495555571.570677,197
1495555571.634859,184
1495555571.702584,190
1495555571.764237,187
1495555571.822514,167
1495555571.882089,188
1495555571.951638,187
1495555572.021507,188
1495555572.109551,191
1495555572.174932,192
1495555572.235173,192
1495555572.298994,189
1495555572.356265,169
1495555572.438144,188
1495555572.510086,170
1495555572.603104,209
1495555572.671658,187
1495555572.743812,187
1495555572.809159,185
1495555572.879185,182
1495555572.974777,183
1495555573.059352,188
1495555573.126396,194
1495555573.195298,188
1495555573.264068,175
1495555573.329947,199
1495555573.391835,178
1495555573.450414,181
1495555573.515623,185
1495555573.588688,189
1495555573.659846,202
1495555573.722180,171
1495555573.795711,185
1495555573.864315,185
1495555573.926419,181
1495555573.989053,183
1495555574.064037,183
1495555574.133499,193
1495555574.211381,194
1495555574.290964,190
1495555574.352930,187
1495555574.409787,188
1495555574.464804,205
1495555574.528957,184
1495555574.597578,195
1495555574.667858,200
1495555574.751637,180
1495555574.824188,179
1495555574.908685,188
1495555574.985291,188
1495555575.066481,194
1495555575.141605,181
1495555575.207260,194
1495555575.268978,197
1495555575.337415,197
1495555575.405762,188
1495555575.480370,193
1495555575.551874,184
1495555575.631464,182
1495555575.698841,185
1495555575.772221,184
1495555575.839450,183
1495555575.900476,204
1495555575.957805,202
1495555576.023141,199
1495555576.093311,180
1495555576.171985,194
1495555576.241249,192
1495555576.319385,208
1495555576.378425,185
1495555576.437651,194
1495555576.499789,184
1495555576.564189,189
1495555576.631237,185
1495555576.694251,187
1495555576.760761,181
1495555576.834125,186
1495555576.897445,194
1495555576.960330,181
1495555577.027369,177
1495555577.090062,175
1495555577.154091,189
1495555577.226950,197
1495555577.299891,194
1495555577.359987,190
1495555577.417156,177
1495555577.481098,203
1495555577.544114,191
1495555577.624068,206
1495555577.687257,178
1495555577.753252,191
1495555577.836135,197
1495555577.907338,189
1495555577.972180,191
1495555578.045059,188
1495555578.107470,189
1495555578.185773,186
1495555578.258802,195
1495555578.321102,197
1495555578.385606,181
1495555578.455465,190
1495555578.522895,185
1495555578.589878,183
1495555578.653821,191
1495555578.717780,204
1495555578.782904,205
1495555578.843885,220
1495555578.906354,187
1495555578.971318,182
1495555579.045241,200
1495555579.112153,195
1495555579.184968,187
1495555579.252948,176
1495555579.319394,192
1495555579.385562,193
1495555579.459464,188
1495555579.524344,211
1495555579.596115,209
1495555579.667109,190
1495555579.741739,200
1495555579.807401,188
1495555579.875056,184
1495555579.943141,184
1495555580.011211,183
1495555580.086140,185
1495555580.160755,185
1495555580.247667,183
1495555580.329761,210
1495555580.413248,190
1495555580.481612,188
1495555580.575065,200
1495555580.655463,188
1495555580.738887,189
1495555580.820108,181
1495555580.919146,193
1495555581.006920,191
1495555581.091601,186
1495555581.167803,176
1495555581.243785,186
1495555581.318324,189
1495555581.395485,185
1495555581.456973,182
1495555581.515544,195
1495555581.584924,189
1495555581.645912,186
1495555581.707024,188
1495555581.769192,193
1495555581.833058,208
1495555581.893526,183
1495555581.953157,173
1495555582.014060,182
1495555582.081467,186
1495555582.148947,200
1495555582.205535,188
1495555582.267759,187
1495555582.322200,183
1495555582.379605,186
1495555582.455925,188
1495555582.517044,191
1495555582.583511,187
1495555582.637109,194
1495555582.696023,191
1495555582.761216,184
1495555582.819927,186
1495555582.887323,200
1495555582.953242,190
1495555583.019912,182
1495555583.082833,194
1495555583.139880,180
1495555583.201024,176
1495555583.279050,191
1495555583.362599,187
1495555583.428273,187
1495555583.495357,204
1495555583.563638,192
1495555583.638464,192
1495555583.707918,204
1495555583.776775,197
1495555583.848194,185
1495555583.917170,194
1495555583.989151,183
1495555584.063371,197
1495555584.127717,185
1495555584.191116,190
1495555584.279418,192
1495555584.370314,180
1495555584.463583,180
1495555584.534436,183
1495555584.602275,188
1495555584.674399,196
1495555584.749916,210
1495555584.813700,190
1495555584.883197,176
1495555584.960057,173
1495555585.022083,200
1495555585.099098,217
1495555585.179170,186
1495555585.242700,184
1495555585.306574,200
1495555585.373785,194
1495555585.442872,189
1495555585.525520,190
1495555585.602206,187
1495555585.666857,183
1495555585.731941,187
1495555585.808746,186
1495555585.889472,185
1495555585.966539,186
1495555586.038867,184
1495555586.117977,0
1495555586.143740,0
1495555586.167751,0
1495555586.191748,0
1495555586.215886,0
1495555586.240748,0
